locus_tag	ftype	gene	EC_number	product
ALJHJBEP_01527	CDS	rtcB	6.5.1.-	RNA-splicing ligase RtcB
ALJHJBEP_01528	CDS	glrR_1		Transcriptional regulatory protein GlrR
ALJHJBEP_01529	CDS	glpR_2		Glycerol-3-phosphate regulon repressor
ALJHJBEP_01530	CDS	glpG	3.4.21.105	Rhomboid protease GlpG
ALJHJBEP_01531	CDS	glpE_2	2.8.1.1	Thiosulfate sulfurtransferase GlpE
ALJHJBEP_01532	CDS	glpD	1.1.5.3	Aerobic glycerol-3-phosphate dehydrogenase
ALJHJBEP_01533	CDS			hypothetical protein
ALJHJBEP_01534	CDS	pstS1		Phosphate-binding protein PstS 1
ALJHJBEP_01535	CDS	pstS_2		Phosphate-binding protein PstS
ALJHJBEP_01536	CDS	malP_2	2.4.1.1	Maltodextrin phosphorylase
ALJHJBEP_01537	CDS	glgA	2.4.1.21	Glycogen synthase
ALJHJBEP_01538	CDS	glgC	2.7.7.27	Glucose-1-phosphate adenylyltransferase
ALJHJBEP_01539	CDS	glgX	3.2.1.-	Glycogen debranching enzyme
ALJHJBEP_01540	CDS	glgB	2.4.1.18	1,4-alpha-glucan branching enzyme GlgB
ALJHJBEP_01541	CDS	asd	1.2.1.11	Aspartate-semialdehyde dehydrogenase
ALJHJBEP_01542	CDS			hypothetical protein
ALJHJBEP_01543	CDS	dprA_1		DNA processing protein DprA
ALJHJBEP_01544	CDS			hypothetical protein
ALJHJBEP_01545	CDS	recQ_1	3.6.4.12	ATP-dependent DNA helicase RecQ
ALJHJBEP_01546	CDS	recQ_2	3.6.4.12	ATP-dependent DNA helicase RecQ
ALJHJBEP_01547	CDS	gntU		Low-affinity gluconate transporter
ALJHJBEP_01548	CDS	gntK	2.7.1.12	Thermoresistant gluconokinase
ALJHJBEP_01549	CDS	gntR		HTH-type transcriptional regulator GntR
ALJHJBEP_01550	CDS	yhhW	1.13.11.24	Quercetin 2,3-dioxygenase
ALJHJBEP_01551	CDS	yhhX	1.-.-.-	putative oxidoreductase YhhX
ALJHJBEP_01552	CDS	ywnH	2.3.1.183	Putative phosphinothricin acetyltransferase YwnH
ALJHJBEP_01553	CDS			hypothetical protein
ALJHJBEP_01554	CDS			hypothetical protein
ALJHJBEP_01555	CDS	ggt	2.3.2.2	Gamma-glutamyltranspeptidase
ALJHJBEP_01556	CDS			hypothetical protein
ALJHJBEP_01557	CDS	ugpQ	3.1.4.46	Glycerophosphodiester phosphodiesterase, cytoplasmic
ALJHJBEP_01558	CDS	ugpC_1	3.6.3.20	sn-glycerol-3-phosphate import ATP-binding protein UgpC
ALJHJBEP_01559	CDS	lacG		Lactose transport system permease protein LacG
ALJHJBEP_01560	CDS	ugpA		sn-glycerol-3-phosphate transport system permease protein UgpA
ALJHJBEP_01561	CDS	ugpB		sn-glycerol-3-phosphate-binding periplasmic protein UgpB
ALJHJBEP_01562	CDS			hypothetical protein
ALJHJBEP_01563	CDS	livF		High-affinity branched-chain amino acid transport ATP-binding protein LivF
ALJHJBEP_01564	CDS	lptB_1	3.6.3.-	Lipopolysaccharide export system ATP-binding protein LptB
ALJHJBEP_01565	CDS			hypothetical protein
ALJHJBEP_01566	CDS	livH		High-affinity branched-chain amino acid transport system permease protein LivH
ALJHJBEP_01567	CDS	livK		Leucine-specific-binding protein
ALJHJBEP_01568	CDS	panM		PanD maturation factor
ALJHJBEP_01569	CDS			hypothetical protein
ALJHJBEP_01570	CDS			hypothetical protein
ALJHJBEP_01571	CDS	livJ		Leu/Ile/Val-binding protein
ALJHJBEP_01572	CDS	rpoH		RNA polymerase sigma factor RpoH
ALJHJBEP_01573	CDS	ftsX		Cell division protein FtsX
ALJHJBEP_01574	CDS	ftsE		Cell division ATP-binding protein FtsE
ALJHJBEP_01575	CDS	ftsY		Signal recognition particle receptor FtsY
ALJHJBEP_01576	CDS	rsmD	2.1.1.171	Ribosomal RNA small subunit methyltransferase D
ALJHJBEP_01577	CDS			hypothetical protein
ALJHJBEP_01578	CDS			hypothetical protein
ALJHJBEP_01579	CDS			hypothetical protein
ALJHJBEP_01580	CDS	zntA	3.6.3.3	Lead, cadmium, zinc and mercury-transporting ATPase
ALJHJBEP_01581	CDS	tusA_1	2.8.1.-	Sulfurtransferase TusA
ALJHJBEP_01582	CDS	yhhQ		Inner membrane protein YhhQ
ALJHJBEP_01583	CDS			hypothetical protein
ALJHJBEP_01584	CDS			hypothetical protein
ALJHJBEP_01585	CDS	tqsA_3		AI-2 transport protein TqsA
ALJHJBEP_01586	CDS			hypothetical protein
ALJHJBEP_01587	CDS	sfmM2	2.1.1.304	L-tyrosine C(3)-methyltransferase
ALJHJBEP_01588	CDS			hypothetical protein
ALJHJBEP_01589	CDS	aas_2	6.2.1.20	Bifunctional protein Aas
ALJHJBEP_01590	CDS	acpP_2		Acyl carrier protein
ALJHJBEP_01591	CDS	acpP_3		Acyl carrier protein
ALJHJBEP_01592	CDS			hypothetical protein
ALJHJBEP_01593	CDS	dltA	6.1.1.13	D-alanine--poly(phosphoribitol) ligase subunit 1
ALJHJBEP_01594	CDS			hypothetical protein
ALJHJBEP_01595	CDS		2.4.1.54	Undecaprenyl-phosphate mannosyltransferase
ALJHJBEP_01596	CDS		3.1.-.-	Putative esterase
ALJHJBEP_01597	CDS	lolA_1		Outer-membrane lipoprotein carrier protein
ALJHJBEP_01598	CDS			hypothetical protein
ALJHJBEP_01599	CDS			hypothetical protein
ALJHJBEP_01600	CDS	fabF_2	2.3.1.179	3-oxoacyl-[acyl-carrier-protein] synthase 2
ALJHJBEP_01601	CDS			hypothetical protein
ALJHJBEP_01602	CDS	fabG_2	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase FabG
ALJHJBEP_01603	CDS	fabF_3	2.3.1.179	3-oxoacyl-[acyl-carrier-protein] synthase 2
ALJHJBEP_01604	CDS	sfp	2.7.8.-	4'-phosphopantetheinyl transferase sfp
ALJHJBEP_01605	CDS	nikA		Nickel-binding periplasmic protein
ALJHJBEP_01606	CDS	nikB		Nickel transport system permease protein NikB
ALJHJBEP_01607	CDS	nikC		Nickel transport system permease protein NikC
ALJHJBEP_01608	CDS	nikD	3.6.3.24	Nickel import ATP-binding protein NikD
ALJHJBEP_01609	CDS	nikE	3.6.3.24	Nickel import ATP-binding protein NikE
ALJHJBEP_01610	CDS	nikR		Nickel-responsive regulator
ALJHJBEP_01611	CDS	mngR_1		Mannosyl-D-glycerate transport/metabolism system repressor MngR
ALJHJBEP_01612	CDS	manR_1		Transcriptional regulator ManR
ALJHJBEP_01613	CDS	gatB_1	2.7.1.200	PTS system galactitol-specific EIIB component
ALJHJBEP_01614	CDS	gatC_1		PTS system galactitol-specific EIIC component
ALJHJBEP_01615	CDS	xylB_1	2.7.1.17	Xylulose kinase
ALJHJBEP_01616	CDS	ptsH_1	2.7.11.-	Phosphocarrier protein HPr
ALJHJBEP_01617	CDS	kbaY_1	4.1.2.40	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
ALJHJBEP_01618	CDS			hypothetical protein
ALJHJBEP_01619	CDS			hypothetical protein
ALJHJBEP_01620	CDS	yhhJ		Inner membrane transport permease YhhJ
ALJHJBEP_01621	CDS	rbbA		Ribosome-associated ATPase
ALJHJBEP_01622	CDS	emrK_2		putative multidrug resistance protein EmrK
ALJHJBEP_01623	CDS			hypothetical protein
ALJHJBEP_01624	CDS			hypothetical protein
ALJHJBEP_01625	CDS	yhiM		Inner membrane protein YhiM
ALJHJBEP_01626	CDS		1.18.1.2	Ferredoxin--NADP reductase
ALJHJBEP_01627	CDS	pitA_1		Low-affinity inorganic phosphate transporter 1
ALJHJBEP_01628	CDS	uspB		Universal stress protein B
ALJHJBEP_01629	CDS	uspA		Universal stress protein A
ALJHJBEP_01630	CDS	dtpB		Dipeptide and tripeptide permease B
ALJHJBEP_01631	CDS	rsmJ	2.1.1.242	Ribosomal RNA small subunit methyltransferase J
ALJHJBEP_01632	CDS	prlC	3.4.24.70	Oligopeptidase A
ALJHJBEP_01633	CDS	rlmJ	2.1.1.266	Ribosomal RNA large subunit methyltransferase J
ALJHJBEP_01634	CDS	gor	1.8.1.7	Glutathione reductase
ALJHJBEP_01635	CDS			hypothetical protein
ALJHJBEP_01636	CDS	arsR2		Arsenic resistance transcriptional regulator ArsR2
ALJHJBEP_01637	CDS	arsB		Arsenical pump membrane protein
ALJHJBEP_01638	CDS	arsC_1	1.20.4.1	Arsenate reductase
ALJHJBEP_01639	CDS			hypothetical protein
ALJHJBEP_01640	CDS	slp_1		Outer membrane protein slp
ALJHJBEP_01641	CDS	dctR		HTH-type transcriptional regulator DctR
ALJHJBEP_01642	CDS	hemS		Hemin transport protein HemS
ALJHJBEP_01643	CDS	hemR		Hemin receptor
ALJHJBEP_01644	CDS	hmuT		Hemin-binding periplasmic protein HmuT
ALJHJBEP_01645	CDS			Oxygen-independent coproporphyrinogen-III oxidase-like protein
ALJHJBEP_01646	CDS			hypothetical protein
ALJHJBEP_01647	CDS			hypothetical protein
ALJHJBEP_01648	CDS	hmuU		Hemin transport system permease protein HmuU
ALJHJBEP_01649	CDS	hmuV	3.6.3.-	Hemin import ATP-binding protein HmuV
ALJHJBEP_01650	CDS			hypothetical protein
ALJHJBEP_01651	CDS	hdeB		Acid stress chaperone HdeB
ALJHJBEP_01652	CDS	hdeA		Acid stress chaperone HdeA
ALJHJBEP_01653	CDS			hypothetical protein
ALJHJBEP_01654	CDS	gadE		Transcriptional regulator GadE
ALJHJBEP_01655	CDS			hypothetical protein
ALJHJBEP_01656	CDS	mdtE		Multidrug resistance protein MdtE
ALJHJBEP_01657	CDS	mdtF		Multidrug resistance protein MdtF
ALJHJBEP_01658	CDS			hypothetical protein
ALJHJBEP_01659	CDS	gadW_3		HTH-type transcriptional regulator GadW
ALJHJBEP_01660	CDS	gadX_2		HTH-type transcriptional regulator GadX
ALJHJBEP_01661	CDS			hypothetical protein
ALJHJBEP_01662	CDS	ysnE	2.3.1.-	putative N-acetyltransferase YsnE
ALJHJBEP_01663	CDS	yedK	3.4.-.-	Putative SOS response-associated peptidase YedK
ALJHJBEP_01664	CDS	tusA_2	2.8.1.-	Sulfurtransferase TusA
ALJHJBEP_01665	CDS			hypothetical protein
ALJHJBEP_01666	CDS			hypothetical protein
ALJHJBEP_01667	CDS	amyA	3.2.1.1	Cytoplasmic alpha-amylase
ALJHJBEP_01668	CDS	fliT		Flagellar protein FliT
ALJHJBEP_01669	CDS	fliS		Flagellar protein FliS
ALJHJBEP_01670	CDS	fliD		Flagellar hook-associated protein 2
ALJHJBEP_01671	CDS	fliC		Flagellin
ALJHJBEP_01672	CDS	fliA		RNA polymerase sigma factor FliA
ALJHJBEP_01673	CDS	fliZ		Regulator of sigma S factor FliZ
ALJHJBEP_01674	CDS	fliY		L-cystine-binding protein FliY
ALJHJBEP_01675	CDS	dcyD	4.4.1.15	D-cysteine desulfhydrase
ALJHJBEP_01676	CDS	yecS		L-cystine transport system permease protein YecS
ALJHJBEP_01677	CDS	artM_1		Arginine transport ATP-binding protein ArtM
ALJHJBEP_01678	CDS	sdiA		Regulatory protein SdiA
ALJHJBEP_01679	CDS			hypothetical protein
ALJHJBEP_01680	CDS	uvrY		Response regulator UvrY
ALJHJBEP_01681	CDS	uvrC		UvrABC system protein C
ALJHJBEP_01682	CDS	pgsA	2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
ALJHJBEP_01683	tRNA			tRNA-Gly(gcc)
ALJHJBEP_01684	tRNA			tRNA-Cys(gca)
ALJHJBEP_01685	tRNA			tRNA-Leu(taa)
ALJHJBEP_01686	CDS			hypothetical protein
ALJHJBEP_01687	CDS	rrrD_2	3.2.1.17	Lysozyme RrrD
ALJHJBEP_01688	CDS			hypothetical protein
ALJHJBEP_01689	CDS			hypothetical protein
ALJHJBEP_01690	CDS			hypothetical protein
ALJHJBEP_01691	CDS			hypothetical protein
ALJHJBEP_01692	CDS			hypothetical protein
ALJHJBEP_01693	CDS			hypothetical protein
ALJHJBEP_01694	CDS			hypothetical protein
ALJHJBEP_01695	CDS			hypothetical protein
ALJHJBEP_01696	CDS			hypothetical protein
ALJHJBEP_01697	CDS			hypothetical protein
ALJHJBEP_01698	CDS			hypothetical protein
ALJHJBEP_01699	CDS	klcA_2		Antirestriction protein KlcA
ALJHJBEP_01700	CDS			hypothetical protein
ALJHJBEP_01701	CDS			hypothetical protein
ALJHJBEP_01702	CDS			hypothetical protein
ALJHJBEP_01703	CDS			hypothetical protein
ALJHJBEP_01704	CDS			hypothetical protein
ALJHJBEP_01705	CDS			hypothetical protein
ALJHJBEP_01706	CDS			hypothetical protein
ALJHJBEP_01707	CDS			hypothetical protein
ALJHJBEP_01708	CDS			hypothetical protein
ALJHJBEP_01709	CDS	relE2		Toxin RelE2
ALJHJBEP_01710	CDS			hypothetical protein
ALJHJBEP_01711	CDS			hypothetical protein
ALJHJBEP_01712	CDS			hypothetical protein
ALJHJBEP_01713	CDS			hypothetical protein
ALJHJBEP_01714	tRNA			tRNA-Ser(cag)
ALJHJBEP_01715	CDS			hypothetical protein
ALJHJBEP_01716	CDS	phrB	4.1.99.3	Deoxyribodipyrimidine photo-lyase
ALJHJBEP_01717	CDS	dtpD		Dipeptide permease D
ALJHJBEP_01718	CDS	ybgI		GTP cyclohydrolase 1 type 2 
ALJHJBEP_01719	CDS	kipI		Kinase A inhibitor
ALJHJBEP_01720	CDS	kipA		KipI antagonist
ALJHJBEP_01721	CDS			hypothetical protein
ALJHJBEP_01722	CDS	nei	3.2.2.-	Endonuclease 8
ALJHJBEP_01723	CDS			hypothetical protein
ALJHJBEP_01724	CDS			hypothetical protein
ALJHJBEP_01725	CDS	papD		Chaperone protein PapD
ALJHJBEP_01726	CDS	papC_1		Outer membrane usher protein PapC
ALJHJBEP_01727	CDS	ybgD		putative fimbrial-like protein YbgD
ALJHJBEP_01728	CDS	gltA	2.3.3.16	Citrate synthase
ALJHJBEP_01729	CDS			hypothetical protein
ALJHJBEP_01730	CDS	sdhC		Succinate dehydrogenase cytochrome b556 subunit
ALJHJBEP_01731	CDS	sdhD		Succinate dehydrogenase hydrophobic membrane anchor subunit
ALJHJBEP_01732	CDS	sdhA	1.3.5.1	Succinate dehydrogenase flavoprotein subunit
ALJHJBEP_01733	CDS	sdhB	1.3.5.1	Succinate dehydrogenase iron-sulfur subunit
ALJHJBEP_01734	CDS	sucA	1.2.4.2	2-oxoglutarate dehydrogenase E1 component
ALJHJBEP_01735	CDS	sucB	2.3.1.61	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
ALJHJBEP_01736	CDS	sucC	6.2.1.5	Succinate--CoA ligase [ADP-forming] subunit beta
ALJHJBEP_01737	CDS	sucD_1	6.2.1.5	Succinate--CoA ligase [ADP-forming] subunit alpha
ALJHJBEP_01738	CDS			hypothetical protein
ALJHJBEP_01739	CDS			hypothetical protein
ALJHJBEP_01740	CDS			hypothetical protein
ALJHJBEP_01741	CDS	pdhR_1		Pyruvate dehydrogenase complex repressor
ALJHJBEP_01742	CDS	hsrA		putative transport protein HsrA
ALJHJBEP_01743	CDS	rbsR		Ribose operon repressor
ALJHJBEP_01744	CDS	rbsK	2.7.1.15	Ribokinase
ALJHJBEP_01745	CDS	rbsB_1		Ribose import binding protein RbsB
ALJHJBEP_01746	CDS	rbsC_2		Ribose import permease protein RbsC
ALJHJBEP_01747	CDS	rbsA_2	3.6.3.17	Ribose import ATP-binding protein RbsA
ALJHJBEP_01748	CDS	rbsD	5.4.99.62	D-ribose pyranase
ALJHJBEP_01749	CDS	kup		Low affinity potassium transport system protein kup
ALJHJBEP_01750	CDS	ravA	3.6.3.-	ATPase RavA
ALJHJBEP_01751	CDS	viaA		Protein ViaA
ALJHJBEP_01752	CDS	asnA	6.3.1.1	Aspartate--ammonia ligase
ALJHJBEP_01753	CDS	asnC		Regulatory protein AsnC
ALJHJBEP_01754	CDS	cysJ_3	1.8.1.2	Sulfite reductase [NADPH] flavoprotein alpha-component
ALJHJBEP_01755	CDS	mnmG		tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
ALJHJBEP_01756	CDS	rsmG	2.1.1.170	Ribosomal RNA small subunit methyltransferase G
ALJHJBEP_01757	CDS	atpI		ATP synthase protein I
ALJHJBEP_01758	CDS	atpB		ATP synthase subunit a
ALJHJBEP_01759	CDS	atpE		ATP synthase subunit c
ALJHJBEP_01760	CDS	atpF		ATP synthase subunit b
ALJHJBEP_01761	CDS	atpH		ATP synthase subunit delta
ALJHJBEP_01762	CDS	atpA	3.6.3.14	ATP synthase subunit alpha
ALJHJBEP_01763	CDS	atpG		ATP synthase gamma chain
ALJHJBEP_01764	CDS	atpD	3.6.3.14	ATP synthase subunit beta
ALJHJBEP_01765	CDS	atpC		ATP synthase epsilon chain
ALJHJBEP_01766	CDS	glmU_1		Bifunctional protein GlmU
ALJHJBEP_01767	CDS	glmS_1	2.6.1.16	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
ALJHJBEP_01768	CDS			hypothetical protein
ALJHJBEP_01769	CDS			hypothetical protein
ALJHJBEP_01770	CDS			hypothetical protein
ALJHJBEP_01771	CDS			hypothetical protein
ALJHJBEP_01772	CDS			hypothetical protein
ALJHJBEP_01773	CDS			hypothetical protein
ALJHJBEP_01774	CDS			hypothetical protein
ALJHJBEP_01775	CDS	tfaE_1		Prophage tail fiber assembly protein TfaE
ALJHJBEP_01776	CDS	tfaE_2		Prophage tail fiber assembly protein TfaE
ALJHJBEP_01777	CDS	tfaE_3		Prophage tail fiber assembly protein TfaE
ALJHJBEP_01778	CDS	tfaE_4		Prophage tail fiber assembly protein TfaE
ALJHJBEP_01779	tRNA			tRNA-Arg(cct)
ALJHJBEP_01780	tRNA			tRNA-Arg(tcg)
ALJHJBEP_01781	CDS			hypothetical protein
ALJHJBEP_01782	CDS			hypothetical protein
ALJHJBEP_01783	CDS			hypothetical protein
ALJHJBEP_01784	CDS			hypothetical protein
ALJHJBEP_01785	CDS			hypothetical protein
ALJHJBEP_01786	CDS			hypothetical protein
ALJHJBEP_01787	CDS			hypothetical protein
ALJHJBEP_01788	CDS	emrE		Multidrug transporter EmrE
ALJHJBEP_01789	CDS			hypothetical protein
ALJHJBEP_01790	CDS			hypothetical protein
ALJHJBEP_01791	CDS			hypothetical protein
ALJHJBEP_01792	CDS	dnaT_1		Primosomal protein 1
ALJHJBEP_01793	rRNA			5S ribosomal RNA
ALJHJBEP_01794	tRNA			tRNA-Asp(gtc)
ALJHJBEP_01795	CDS			hypothetical protein
ALJHJBEP_01796	CDS	yfcV		putative fimbrial-like protein YfcV
ALJHJBEP_01797	CDS	papC_2		Outer membrane usher protein PapC
ALJHJBEP_01798	CDS	yfcS		putative fimbrial chaperone YfcS
ALJHJBEP_01799	CDS	yfcR		putative fimbrial-like protein YfcR
ALJHJBEP_01800	CDS	yfcQ		putative fimbrial-like protein YfcQ
ALJHJBEP_01801	CDS	yfcP		putative fimbrial-like protein YfcP
ALJHJBEP_01802	CDS			hypothetical protein
ALJHJBEP_01803	CDS	mutS2	3.1.-.-	Endonuclease MutS2
ALJHJBEP_01804	CDS	prmB	2.1.1.298	50S ribosomal protein L3 glutamine methyltransferase
ALJHJBEP_01805	CDS	aroC	4.2.3.5	Chorismate synthase
ALJHJBEP_01806	CDS	mepA	3.4.24.-	Penicillin-insensitive murein endopeptidase
ALJHJBEP_01807	CDS			hypothetical protein
ALJHJBEP_01808	CDS	epmC	1.14.-.-	Elongation factor P hydroxylase
ALJHJBEP_01809	CDS			hypothetical protein
ALJHJBEP_01810	CDS	mnmC		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
ALJHJBEP_01811	CDS	fabB	2.3.1.41	3-oxoacyl-[acyl-carrier-protein] synthase 1
ALJHJBEP_01812	CDS	garP_1		putative galactarate transporter
ALJHJBEP_01813	CDS	flk		Flagellar regulator flk
ALJHJBEP_01814	CDS	pdxB	1.1.1.290	Erythronate-4-phosphate dehydrogenase
ALJHJBEP_01815	CDS	usg		USG-1 protein
ALJHJBEP_01816	CDS	truA	5.4.99.12	tRNA pseudouridine synthase A
ALJHJBEP_01817	CDS			putative membrane protein
ALJHJBEP_01818	CDS	accD	6.4.1.2	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
ALJHJBEP_01819	CDS	folC	6.3.2.12	Dihydrofolate synthase/folylpolyglutamate synthase
ALJHJBEP_01820	CDS	dedD		Cell division protein DedD
ALJHJBEP_01821	CDS	cvpA		Colicin V production protein
ALJHJBEP_01822	CDS	purF	2.4.2.14	Amidophosphoribosyltransferase
ALJHJBEP_01823	CDS	ubiX	2.5.1.129	Flavin prenyltransferase UbiX
ALJHJBEP_01824	CDS	argT		Lysine/arginine/ornithine-binding periplasmic protein
ALJHJBEP_01825	CDS	hisJ		Histidine-binding periplasmic protein
ALJHJBEP_01826	CDS	hisQ		Histidine transport system permease protein HisQ
ALJHJBEP_01827	CDS	hisM		Histidine transport system permease protein HisM
ALJHJBEP_01828	CDS	hisP		Histidine transport ATP-binding protein HisP
ALJHJBEP_01829	CDS			hypothetical protein
ALJHJBEP_01830	CDS			Epimerase family protein
ALJHJBEP_01831	CDS	folX	5.1.99.-	Dihydroneopterin triphosphate 2'-epimerase
ALJHJBEP_01832	CDS	yfcG	1.8.4.-	Disulfide-bond oxidoreductase YfcG
ALJHJBEP_01833	CDS	yfcF	2.5.1.18	Glutathione S-transferase YfcF
ALJHJBEP_01834	CDS	yfcE	3.1.4.-	Phosphodiesterase YfcE
ALJHJBEP_01835	CDS	yfcD	3.6.-.-	putative Nudix hydrolase YfcD
ALJHJBEP_01836	CDS			hypothetical protein
ALJHJBEP_01837	CDS	pta	2.3.1.8	Phosphate acetyltransferase
ALJHJBEP_01838	CDS	ackA	2.7.2.1	Acetate kinase
ALJHJBEP_01839	CDS			hypothetical protein
ALJHJBEP_01840	CDS			hypothetical protein
ALJHJBEP_01841	CDS	yfbT	3.1.3.23	Sugar phosphatase YfbT
ALJHJBEP_01842	CDS	sdcS		Sodium-dependent dicarboxylate transporter SdcS
ALJHJBEP_01843	CDS	yfbR	3.1.3.89	5'-deoxynucleotidase YfbR
ALJHJBEP_01844	CDS	alaA	2.6.1.2	Glutamate-pyruvate aminotransferase AlaA
ALJHJBEP_01845	CDS	gltC_1		HTH-type transcriptional regulator GltC
ALJHJBEP_01846	CDS			hypothetical protein
ALJHJBEP_01847	CDS	ndhC	1.6.5.-	NAD(P)H-quinone oxidoreductase subunit 3
ALJHJBEP_01848	CDS	nuoB	1.6.5.11	NADH-quinone oxidoreductase subunit B
ALJHJBEP_01849	CDS	nuoC	1.6.5.11	NADH-quinone oxidoreductase subunit C/D
ALJHJBEP_01850	CDS	nuoE	1.6.5.11	NADH-quinone oxidoreductase subunit E
ALJHJBEP_01851	CDS	nuoF	1.6.5.11	NADH-quinone oxidoreductase subunit F
ALJHJBEP_01852	CDS	nuoG	1.6.5.11	NADH-quinone oxidoreductase subunit G
ALJHJBEP_01853	CDS	nuoH	1.6.5.11	NADH-quinone oxidoreductase subunit H
ALJHJBEP_01854	CDS	nuoI_1	1.6.5.11	NADH-quinone oxidoreductase subunit I
ALJHJBEP_01855	CDS	nuoJ	1.6.5.11	NADH-quinone oxidoreductase subunit J
ALJHJBEP_01856	CDS	nuoK	1.6.5.11	NADH-quinone oxidoreductase subunit K
ALJHJBEP_01857	CDS	nuoL_1	1.6.5.11	NADH-quinone oxidoreductase subunit L
ALJHJBEP_01858	CDS	nuoM	1.6.5.11	NADH-quinone oxidoreductase subunit M
ALJHJBEP_01859	CDS	nuoN	1.6.5.11	NADH-quinone oxidoreductase subunit N
ALJHJBEP_01860	CDS			hypothetical protein
ALJHJBEP_01861	CDS	elaD	3.4.22.-	Protease ElaD
ALJHJBEP_01862	CDS	rbn	3.1.-.-	Ribonuclease BN
ALJHJBEP_01863	CDS		2.3.1.-	Acetyltransferase
ALJHJBEP_01864	CDS			hypothetical protein
ALJHJBEP_01865	CDS	menF	5.4.4.2	Isochorismate synthase MenF
ALJHJBEP_01866	CDS	menD	2.2.1.9	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
ALJHJBEP_01867	CDS	menH	4.2.99.20	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
ALJHJBEP_01868	CDS	menB	4.1.3.36	1,4-dihydroxy-2-naphthoyl-CoA synthase
ALJHJBEP_01869	CDS	menC	4.2.1.113	o-succinylbenzoate synthase
ALJHJBEP_01870	CDS	menE	6.2.1.26	2-succinylbenzoate--CoA ligase
ALJHJBEP_01871	CDS	pmrD		Signal transduction protein PmrD
ALJHJBEP_01872	CDS	arnF		putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
ALJHJBEP_01873	CDS	arnE		putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
ALJHJBEP_01874	CDS	arnT	2.4.2.43	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
ALJHJBEP_01875	CDS	arnD	3.5.1.-	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
ALJHJBEP_01876	CDS	arnA		Bifunctional polymyxin resistance protein ArnA
ALJHJBEP_01877	CDS	arnC	2.4.2.53	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
ALJHJBEP_01878	CDS	arnB	2.6.1.87	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
ALJHJBEP_01879	CDS	ais	3.1.3.-	Lipopolysaccharide core heptose(II)-phosphate phosphatase
ALJHJBEP_01880	CDS	nudI	3.6.1.9	Nucleoside triphosphatase NudI
ALJHJBEP_01881	CDS			hypothetical protein
ALJHJBEP_01882	CDS	pncC_2	3.5.1.42	Nicotinamide-nucleotide amidohydrolase PncC
ALJHJBEP_01883	CDS	rhmR		putative HTH-type transcriptional regulator RhmR
ALJHJBEP_01884	CDS	rhmD	4.2.1.90	L-rhamnonate dehydratase
ALJHJBEP_01885	CDS	rhmT		Inner membrane transport protein RhmT
ALJHJBEP_01886	CDS	rhmA	4.1.2.53	2-keto-3-deoxy-L-rhamnonate aldolase
ALJHJBEP_01887	CDS			hypothetical protein
ALJHJBEP_01888	CDS	glpC		Anaerobic glycerol-3-phosphate dehydrogenase subunit C
ALJHJBEP_01889	CDS	glpB	1.1.5.3	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
ALJHJBEP_01890	CDS	glpA	1.1.5.3	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
ALJHJBEP_01891	CDS	glpT		Glycerol-3-phosphate transporter
ALJHJBEP_01892	CDS	glpQ_1	3.1.4.46	Glycerophosphodiester phosphodiesterase, periplasmic
ALJHJBEP_01893	CDS	glpQ_2	3.1.4.46	Glycerophosphodiester phosphodiesterase, periplasmic
ALJHJBEP_01894	CDS			hypothetical protein
ALJHJBEP_01895	CDS			hypothetical protein
ALJHJBEP_01896	CDS	gltC_2		HTH-type transcriptional regulator GltC
ALJHJBEP_01897	CDS	mdtG		Multidrug resistance protein MdtG
ALJHJBEP_01898	CDS	rfaP_1	2.7.1.-	Lipopolysaccharide core heptose(I) kinase RfaP
ALJHJBEP_01899	CDS	ascD	1.17.1.-	CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
ALJHJBEP_01900	CDS	nrdB	1.17.4.1	Ribonucleoside-diphosphate reductase 1 subunit beta
ALJHJBEP_01901	CDS	nrdA	1.17.4.1	Ribonucleoside-diphosphate reductase 1 subunit alpha
ALJHJBEP_01902	CDS	aidA-I		AIDA-I autotransporter
